Precursor index,classification, rSAM present,rSAM distance <2000,rSAM distance <1000,rSAM distance >5000,ansme evalue,ansme_score,ansme score >40,ansme score >100,sulfatase present,HexxH domain present,precuror retrieved by Wpr RRE,precursor length <70,precursor length <90,precursor length >110,precursor length >200,1 cys,2 cys,3+ cys,>2 cyclophane motifs,Number of cyclophane motifs,Percent Aromatic,Triceptide precursor hmms,precursor no hmm match,rgg/shp,synergy,common transporter,rsam hmm,Inferred gene,fimo motif 1, motif 2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,number of motifs present, occurances of 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,rSAM distance,precursor length,core charge,precursor charge,last_third charge,abs(core charge),abs(precursor charge),abs(last third charge),CORE COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,PRECURSOR count A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,LAST THIRD COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point
11,1,1,1,1,0,4.4e-36,35.356547323513816,0,0,0,1,0,1,1,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,160,55,1,-6,1,1,6,1,7,3,0,2,0,0,3,0,1,1,4,0,1,2,1,2,1,0,0,0,0.25,0.10714285714285714,0,0.071428571,0,0,0.10714285714285714,0,0.035714286,0.035714286,0.14285714285714285,0,0.035714286,0.071428571,0.035714286,0.071428571,0.035714286,0,0,0,2,3,3,6,13,3,6.434878730773924,10,4,3,2,0,0,8,1,1,1,10,0,2,2,3,3,2,0,0,3,0.18181818181818182,0.072727273,0.054545455,0.036363636,0,0,0.14545454545454545,0.018181818,0.018181818,0.018181818,0.18181818181818182,0,0.036363636,0.036363636,0.054545455,0.054545455,0.036363636,0,0,0.054545455,2,11,4,15,27,5,4.283181953430176,4,1,0,2,0,0,3,0,0,1,2,0,1,2,1,2,0,0,0,0,0.21052631578947367,0.052631579,0,0.10526315789473684,0,0,0.15789473684210525,0,0,0.052631579,0.10526315789473684,0,0.052631579,0.10526315789473684,0.052631579,0.10526315789473684,0,0,0,0,2,3,1,4,8,2,4.252659416
12,1,1,0,0,0,1.8e-37,36.74472749489669,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4054,52,0,-4,0,0,4,0,5,5,4,0,0,0,1,1,0,1,2,0,0,1,1,2,2,0,0,1,0.19230769230769232,0.19230769230769232,0.15384615384615385,0,0,0,0.038461538461538464,0.038461538461538464,0,0.038461538461538464,0.076923077,0,0,0.038461538461538464,0.038461538461538464,0.076923077,0.076923077,0,0,0.038461538461538464,1,5,5,10,10,4,6.200417900085449,7,6,8,0,0,0,2,6,0,2,6,0,1,3,1,6,2,0,0,2,0.1346153846153846,0.11538461538461539,0.15384615384615385,0,0,0,0.038461538461538464,0.11538461538461539,0,0.038461538461538464,0.11538461538461539,0,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.11538461538461539,0.038461538461538464,0,0,0.038461538461538464,3,10,6,16,24,8,4.335530662536622,3,2,4,0,0,0,1,1,0,0,2,0,0,1,1,2,1,0,0,0,0.16666666666666666,0.1111111111111111,0.2222222222222222,0,0,0,0.055555556,0.055555556,0,0,0.1111111111111111,0,0,0.055555556,0.055555556,0.1111111111111111,0.055555556,0,0,0,1,5,2,7,6,3,4.0500284194946286
13,1,1,1,1,0,6.4e-33,32.19382002601611,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,61,-1,-8,-1,1,8,1,6,3,0,1,0,1,4,4,0,0,2,0,1,1,2,1,0,0,1,4,0.1935483870967742,0.096774194,0,0.032258065,0,0.032258065,0.12903225806451613,0.12903225806451613,0,0,0.064516129,0,0.032258065,0.032258065,0.064516129,0.032258065,0,0,0.032258065,0.12903225806451613,2,4,3,7,17,1,4.948027610778809,8,3,4,1,0,1,7,7,0,1,7,0,2,3,3,5,1,0,1,7,0.13114754098360656,0.049180328,0.06557377,0.016393443,0,0.016393443,0.11475409836065574,0.11475409836065574,0,0.016393443,0.11475409836065574,0,0.032786885,0.049180328,0.049180328,0.081967213,0.016393443,0,0.016393443,0.11475409836065574,4,11,3,14,32,6,4.0500284194946286,5,1,0,0,0,1,3,3,0,0,0,0,1,1,2,1,0,0,1,2,0.23809523809523808,0.047619047619047616,0,0,0,0.047619047619047616,0.14285714285714285,0.14285714285714285,0,0,0,0,0.047619047619047616,0.047619047619047616,0.095238095,0.047619047619047616,0,0,0.047619047619047616,0.095238095,2,3,1,4,11,1,4.252773094177246
14,1,1,1,1,0,9.8e-31,30.008773924307505,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,163,75,1,-3,1,1,3,1,6,4,2,1,0,0,2,4,1,0,4,0,0,0,4,1,2,1,2,4,0.15789473684210525,0.10526315789473684,0.052631579,0.026315789,0,0,0.052631579,0.10526315789473684,0.026315789,0,0.10526315789473684,0,0,0,0.10526315789473684,0.026315789,0.052631579,0.026315789,0.052631579,0.10526315789473684,3,4,4,8,18,3,6.806321525573731,15,4,4,1,0,0,4,8,1,0,5,0,1,1,11,3,5,1,2,9,0.2,0.053333333,0.053333333,0.013333333333333334,0,0,0.053333333,0.10666666666666667,0.013333333333333334,0,0.066666667,0,0.013333333333333334,0.013333333333333334,0.14666666666666667,0.04,0.066666667,0.013333333333333334,0.026666667,0.12,4,8,4,12,38,8,4.499567985534668,3,3,2,1,0,0,1,2,0,0,3,0,0,0,3,1,1,1,2,2,0.12,0.12,0.08,0.04,0,0,0.04,0.08,0,0,0.12,0,0,0,0.12,0.04,0.04,0.04,0.08,0.08,3,3,3,6,10,2,6.121184349060058
15,1,1,1,1,0,3.2e-35,34.494850021680094,0,0,0,1,0,1,1,0,0,0,0,0,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,223,66,1,-3,1,1,3,1,2,4,3,2,0,0,1,2,1,0,6,0,1,2,2,3,2,1,0,1,0.060606061,0.12121212121212122,0.090909091,0.060606061,0,0,0.030303030303030304,0.060606061,0.030303030303030304,0,0.18181818181818182,0,0.030303030303030304,0.060606061,0.060606061,0.090909091,0.060606061,0.030303030303030304,0,0.030303030303030304,3,4,4,8,12,5,6.759486198425294,7,5,8,2,0,2,2,3,2,0,12,0,2,2,7,6,2,1,0,3,0.10606060606060606,0.075757576,0.12121212121212122,0.030303030303030304,0,0.030303030303030304,0.030303030303030304,0.045454545454545456,0.030303030303030304,0,0.18181818181818182,0,0.030303030303030304,0.030303030303030304,0.10606060606060606,0.090909091,0.030303030303030304,0.015151515151515152,0,0.045454545454545456,3,10,5,15,27,8,4.514118766784668,1,3,2,2,0,0,1,2,0,0,3,0,1,2,1,3,0,1,0,0,0.045454545454545456,0.13636363636363635,0.090909091,0.090909091,0,0,0.045454545454545456,0.090909091,0,0,0.13636363636363635,0,0.045454545454545456,0.090909091,0.045454545454545456,0.13636363636363635,0,0.045454545454545456,0,0,3,3,3,6,7,3,6.122605323791503
16,1,1,0,0,0,1.4e-39,38.85387196432176,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4007,49,0,-4,0,0,4,0,4,1,0,1,1,1,2,3,0,1,3,1,0,1,2,1,1,0,0,2,0.16,0.04,0,0.04,0.04,0.04,0.08,0.12,0,0.04,0.12,0.04,0,0.04,0.08,0.04,0.04,0,0,0.08,1,2,2,4,13,2,6.136019325256346,4,3,5,2,1,2,4,5,0,2,7,2,1,1,2,2,2,0,0,4,0.081632653,0.061224489795918366,0.10204081632653061,0.040816327,0.020408163,0.040816327,0.081632653,0.10204081632653061,0,0.040816327,0.14285714285714285,0.040816327,0.020408163,0.020408163,0.040816327,0.040816327,0.040816327,0,0,0.081632653,1,9,5,14,23,4,4.356504249572754,2,0,0,0,1,1,2,3,0,1,0,1,0,1,1,1,1,0,0,2,0.11764705882352941,0,0,0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.17647058823529413,0,0.058823529411764705,0,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0.11764705882352941,1,2,1,3,8,2,4.531340980529785
17,1,1,1,1,0,4e-36,35.39794000867204,0,0,0,1,0,1,1,0,0,0,0,0,1,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,67,-3,-6,-3,3,6,3,7,2,2,0,0,2,3,1,0,0,2,0,0,5,2,3,3,0,0,2,0.20588235294117646,0.058823529411764705,0.058823529411764705,0,0,0.058823529411764705,0.088235294,0.029411764705882353,0,0,0.058823529411764705,0,0,0.14705882352941177,0.058823529411764705,0.088235294,0.088235294,0,0,0.058823529411764705,5,5,2,7,12,6,4.367019462585449,11,3,8,0,0,3,3,2,1,0,6,1,1,5,5,5,6,0,0,7,0.16417910447761194,0.044776119,0.11940298507462686,0,0,0.044776119,0.044776119,0.029850746268656716,0.014925373134328358,0,0.089552239,0.014925373134328358,0.014925373134328358,0.074626866,0.074626866,0.074626866,0.089552239,0,0,0.1044776119402985,5,11,4,15,27,11,4.199742317199706,5,1,2,0,0,1,2,0,0,0,2,0,0,2,2,2,2,0,0,2,0.21739130434782608,0.043478260869565216,0.086956522,0,0,0.043478260869565216,0.086956522,0,0,0,0.086956522,0,0,0.086956522,0.086956522,0.086956522,0.086956522,0,0,0.086956522,2,4,1,5,9,4,4.156487846374512
18,1,1,1,1,0,3e-31,30.522878745280337,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,58,-2,-5,-2,2,5,2,7,2,4,0,0,0,1,1,1,1,3,0,0,0,3,1,1,0,2,2,0.2413793103448276,0.068965517,0.13793103448275862,0,0,0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.10344827586206896,0,0,0,0.10344827586206896,0.034482758620689655,0.034482758620689655,0,0.068965517,0.068965517,2,5,2,7,14,2,4.352013969421387,11,3,5,0,0,0,4,4,1,1,6,0,1,1,5,6,5,0,3,2,0.1896551724137931,0.051724138,0.086206897,0,0,0,0.068965517,0.068965517,0.017241379310344827,0.017241379310344827,0.10344827586206896,0,0.017241379310344827,0.017241379310344827,0.086206897,0.10344827586206896,0.086206897,0,0.051724138,0.034482758620689655,4,9,3,12,25,11,4.161830711364746,5,2,3,0,0,0,1,1,0,0,1,0,0,0,2,1,1,0,2,1,0.25,0.1,0.15,0,0,0,0.05,0.05,0,0,0.05,0,0,0,0.1,0.05,0.05,0,0.1,0.05,2,4,2,6,8,2,4.225945091247559
19,1,1,0,0,0,3.2e-43,42.494850021680094,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4264,56,-3,-8,-3,3,8,3,5,2,2,1,0,0,3,2,0,1,2,0,0,1,2,1,0,0,0,6,0.17857142857142858,0.071428571,0.071428571,0.035714286,0,0,0.10714285714285714,0.071428571,0,0.035714286,0.071428571,0,0,0.035714286,0.071428571,0.035714286,0,0,0,0.21428571428571427,1,5,2,7,16,1,4.366905784606933,6,3,6,1,0,0,6,7,1,3,7,0,1,1,2,4,0,0,0,8,0.10714285714285714,0.053571429,0.10714285714285714,0.017857142857142856,0,0,0.10714285714285714,0.125,0.017857142857142856,0.053571429,0.125,0,0.017857142857142856,0.017857142857142856,0.035714286,0.071428571,0,0,0,0.14285714285714285,1,12,3,15,32,4,4.066909599,4,1,2,1,0,0,2,2,0,0,1,0,0,1,2,0,0,0,0,3,0.21052631578947367,0.052631579,0.10526315789473684,0.052631579,0,0,0.10526315789473684,0.10526315789473684,0,0,0.052631579,0,0,0.052631579,0.10526315789473684,0,0,0,0,0.15789473684210525,1,4,1,5,10,0,4.156487846374512
20,1,1,1,1,0,3.7e-37,36.431798275933005,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,178,50,-1,-6,-1,1,6,1,2,4,0,2,0,0,5,2,0,0,3,0,2,1,1,1,0,1,0,1,0.08,0.16,0,0.08,0,0,0.2,0.08,0,0,0.12,0,0.08,0.04,0.04,0.04,0,0.04,0,0.04,2,5,4,9,10,1,5.066252708435058,3,5,3,2,0,1,9,2,1,0,10,0,3,1,4,2,1,1,0,2,0.06,0.1,0.06,0.04,0,0.02,0.18,0.04,0.02,0,0.2,0,0.06,0.02,0.08,0.04,0.02,0.02,0,0.04,2,12,5,17,20,3,4.368497276306152,2,2,0,2,0,0,3,1,0,0,1,0,2,1,1,1,0,1,0,0,0.11764705882352941,0.11764705882352941,0,0.11764705882352941,0,0,0.17647058823529413,0.058823529411764705,0,0,0.058823529411764705,0,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0,0,2,3,2,5,6,1,4.786434364318848
21,1,1,1,1,0,1.3e-37,36.88605664769317,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,628,74,-1,-3,-1,1,3,1,4,4,3,1,1,1,3,1,1,0,7,0,1,1,2,1,2,1,0,3,0.10810810810810811,0.10810810810810811,0.081081081,0.027027027,0.027027027,0.027027027,0.081081081,0.027027027,0.027027027,0,0.1891891891891892,0,0.027027027,0.027027027,0.054054054,0.027027027,0.054054054,0.027027027,0,0.081081081,2,6,4,10,16,3,4.952802085876464,11,6,7,1,1,3,5,7,3,0,10,0,2,1,4,4,4,1,0,4,0.14864864864864866,0.081081081,0.094594595,0.013513513513513514,0.013513513513513514,0.040540541,0.067567568,0.094594595,0.040540541,0,0.13513513513513514,0,0.027027027,0.013513513513513514,0.054054054,0.054054054,0.054054054,0.013513513513513514,0,0.054054054,2,12,6,18,34,8,4.698504447937012,3,3,3,1,1,1,2,1,0,0,3,0,1,1,1,1,0,1,0,2,0.12,0.12,0.12,0.04,0.04,0.04,0.08,0.04,0,0,0.12,0,0.04,0.04,0.04,0.04,0,0.04,0,0.08,2,5,3,8,10,1,4.437556648254395
22,1,1,1,0,0,3e-33,32.52287874528034,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1610,62,1,-4,1,1,4,1,4,4,3,2,0,0,1,2,1,0,5,0,0,0,1,4,1,0,1,2,0.12903225806451613,0.12903225806451613,0.096774194,0.064516129,0,0,0.032258065,0.064516129,0.032258065,0,0.16129032258064516,0,0,0,0.032258065,0.12903225806451613,0.032258065,0,0.032258065,0.064516129,1,4,4,8,13,5,6.758519936,9,5,6,2,0,2,4,2,1,1,8,0,1,0,5,7,2,0,2,5,0.14516129032258066,0.080645161,0.096774194,0.032258065,0,0.032258065,0.064516129,0.032258065,0.016129032258064516,0.016129032258064516,0.12903225806451613,0,0.016129032258064516,0,0.080645161,0.11290322580645161,0.032258065,0,0.032258065,0.080645161,2,10,5,15,26,9,4.411410713195801,3,2,2,1,0,0,1,2,1,0,4,0,0,0,1,2,1,0,1,0,0.14285714285714285,0.095238095,0.095238095,0.047619047619047616,0,0,0.047619047619047616,0.095238095,0.047619047619047616,0,0.19047619047619047,0,0,0,0.047619047619047616,0.095238095,0.047619047619047616,0,0.047619047619047616,0,1,3,2,5,9,3,5.380913352966309
23,1,1,1,0,0,3e-33,32.52287874528034,0,0,0,1,0,1,1,0,0,1,0,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333,60,-1,-4,-1,1,4,1,5,2,4,0,1,1,1,0,1,1,4,1,1,0,1,4,2,0,1,0,0.16666666666666666,0.066666667,0.13333333333333333,0,0.033333333,0.033333333,0.033333333,0,0.033333333,0.033333333,0.13333333333333333,0.033333333,0.033333333,0,0.033333333,0.13333333333333333,0.066666667,0,0.033333333,0,1,5,3,8,11,6,4.750568962097168,8,3,7,2,1,2,3,1,2,1,9,1,2,0,5,5,4,1,2,1,0.13333333333333333,0.05,0.11666666666666667,0.033333333,0.016666666666666666,0.033333333,0.05,0.016666666666666666,0.033333333,0.016666666666666666,0.15,0.016666666666666666,0.033333333,0,0.083333333,0.083333333,0.066666667,0.016666666666666666,0.033333333,0.016666666666666666,3,10,4,14,22,9,4.367303657531737,4,2,2,0,1,0,1,0,1,0,3,0,1,0,1,2,1,0,1,0,0.2,0.1,0.1,0,0.05,0,0.05,0,0.05,0,0.15,0,0.05,0,0.05,0.1,0.05,0,0.05,0,1,3,2,5,8,3,5.380629158020019
24,1,1,1,1,0,3.8e-35,34.420216403383186,0,0,0,1,0,1,1,0,0,0,0,0,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,373,63,-1,-4,-1,1,4,1,2,3,2,1,0,1,3,2,1,0,4,0,1,2,2,0,3,1,0,4,0.0625,0.09375,0.0625,0.03125,0,0.03125,0.09375,0.0625,0.03125,0,0.125,0,0.03125,0.0625,0.0625,0,0.09375,0.03125,0,0.125,3,5,3,8,13,3,4.894030570983887,6,5,5,2,0,1,5,5,1,0,10,0,2,2,3,3,8,1,0,4,0.095238095,0.079365079,0.079365079,0.031746031746031744,0,0.015873015873015872,0.079365079,0.079365079,0.015873015873015872,0,0.15873015873015872,0,0.031746031746031744,0.031746031746031744,0.047619047619047616,0.047619047619047616,0.12698412698412698,0.015873015873015872,0,0.063492063,3,10,5,15,27,11,4.450743293762207,2,3,1,1,0,1,2,2,0,0,2,0,1,2,1,0,1,1,0,1,0.095238095,0.14285714285714285,0.047619047619047616,0.047619047619047616,0,0.047619047619047616,0.095238095,0.095238095,0,0,0.095238095,0,0.047619047619047616,0.095238095,0.047619047619047616,0,0.047619047619047616,0.047619047619047616,0,0.047619047619047616,3,3,3,6,8,1,6.2271322250366214
25,1,1,1,1,0,4.7e-36,35.32790214206428,0,0,0,1,0,1,1,0,0,0,0,0,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,144,58,-1,-4,-1,1,4,1,3,3,2,0,0,1,3,3,1,0,4,0,1,1,2,1,0,1,1,2,0.10344827586206896,0.10344827586206896,0.068965517,0,0,0.034482758620689655,0.10344827586206896,0.10344827586206896,0.034482758620689655,0,0.13793103448275862,0,0.034482758620689655,0.034482758620689655,0.068965517,0.034482758620689655,0,0.034482758620689655,0.034482758620689655,0.068965517,3,5,3,8,13,1,4.898407173156738,6,6,4,0,0,1,7,3,1,1,8,0,3,2,4,4,2,1,1,4,0.10344827586206896,0.10344827586206896,0.068965517,0,0,0.017241379310344827,0.1206896551724138,0.051724138,0.017241379310344827,0.017241379310344827,0.13793103448275862,0,0.051724138,0.034482758620689655,0.068965517,0.068965517,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.068965517,4,11,6,17,25,6,4.568854713439942,3,2,1,0,0,1,2,3,0,0,2,0,1,1,1,1,0,1,1,0,0.15,0.1,0.05,0,0,0.05,0.1,0.15,0,0,0.1,0,0.05,0.05,0.05,0.05,0,0.05,0.05,0,3,3,2,5,9,1,4.679122352600097
26,1,1,1,1,0,1.3e-34,33.88605664769317,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,198,63,2,-5,2,2,5,2,3,5,0,2,0,0,4,1,1,0,5,0,0,1,2,2,1,1,0,4,0.09375,0.15625,0,0.0625,0,0,0.125,0.03125,0.03125,0,0.15625,0,0,0.03125,0.0625,0.0625,0.03125,0.03125,0,0.125,2,4,5,9,13,3,9.092379188537599,9,6,3,2,0,0,9,3,1,0,11,0,1,1,7,2,2,1,0,5,0.14285714285714285,0.095238095,0.047619047619047616,0.031746031746031744,0,0,0.14285714285714285,0.047619047619047616,0.015873015873015872,0,0.1746031746031746,0,0.015873015873015872,0.015873015873015872,0.1111111111111111,0.031746031746031744,0.031746031746031744,0.015873015873015872,0,0.079365079,2,12,6,18,29,4,4.513664054870605,3,3,0,2,0,0,3,1,0,0,3,0,0,1,1,2,0,1,0,1,0.14285714285714285,0.14285714285714285,0,0.095238095,0,0,0.14285714285714285,0.047619047619047616,0,0,0.14285714285714285,0,0,0.047619047619047616,0.047619047619047616,0.095238095,0,0.047619047619047616,0,0.047619047619047616,2,3,3,6,8,2,6.274592781066894
27,1,1,1,1,0,1e-36,36,0,0,0,1,0,1,1,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,160,55,1,-6,1,1,6,1,7,3,0,2,0,0,3,0,1,1,4,0,1,2,1,2,1,0,0,0,0.25,0.10714285714285714,0,0.071428571,0,0,0.10714285714285714,0,0.035714286,0.035714286,0.14285714285714285,0,0.035714286,0.071428571,0.035714286,0.071428571,0.035714286,0,0,0,2,3,3,6,13,3,6.434878730773924,10,4,3,2,0,0,8,1,1,2,9,0,2,2,3,3,2,0,0,3,0.18181818181818182,0.072727273,0.054545455,0.036363636,0,0,0.14545454545454545,0.018181818,0.018181818,0.036363636,0.16363636363636364,0,0.036363636,0.036363636,0.054545455,0.054545455,0.036363636,0,0,0.054545455,2,11,4,15,27,5,4.283181953430176,4,1,0,2,0,0,3,0,0,1,2,0,1,2,1,2,0,0,0,0,0.21052631578947367,0.052631579,0,0.10526315789473684,0,0,0.15789473684210525,0,0,0.052631579,0.10526315789473684,0,0.052631579,0.10526315789473684,0.052631579,0.10526315789473684,0,0,0,0,2,3,1,4,8,2,4.252659416
28,1,1,1,1,0,2.3e-48,47.63827216398241,1,0,0,0,0,0,0,1,0,1,0,0,1,8,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,1,0,0,7,1,1,1,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,128,14,12,14,14,12,14,1,4,0,9,0,0,0,24,2,0,0,8,0,2,0,4,1,7,1,1,0.015625,0.0625,0,0.140625,0,0,0,0.375,0.03125,0,0,0.125,0,0.03125,0,0.0625,0.015625,0.109375,0.015625,0.015625,10,0,12,12,26,5,11.999967765808105,10,7,4,12,1,3,4,26,3,2,9,10,1,3,2,12,5,8,2,4,0.078125,0.0546875,0.03125,0.09375,0.0078125,0.0234375,0.03125,0.203125,0.0234375,0.015625,0.0703125,0.078125,0.0078125,0.0234375,0.015625,0.09375,0.0390625,0.0625,0.015625,0.03125,13,8,17,25,52,17,10.142053413391114,0,3,0,7,0,0,0,17,1,0,0,4,0,1,0,1,1,6,1,1,0,0.069767442,0,0.16279069767441862,0,0,0,0.3953488372093023,0.023255813953488372,0,0,0.093023256,0,0.023255813953488372,0,0.023255813953488372,0.023255813953488372,0.13953488372093023,0.023255813953488372,0.023255813953488372,8,0,7,7,18,2,11.754278755187986
